Politician,Date from,Date to,Location,Details,No. of nights,Rate,Spouse,Amount,url
WRIGHT Penny,25-Oct-13,25-Oct-13,Hobart,Electorate Business,1,$322.00,,$322.00,
NIKOLIC Andrew,25-Oct-13,26-Oct-13,Hobart,Electorate Business,2,$322.00,,$644.00,
WHITELEY Brett,25-Oct-13,26-Oct-13,Hobart,Electorate Business,2,$322.00,,$644.00,
EDWARDS Sean,25-Oct-13,26-Oct-13,Adelaide,Electorate Business,2,$354.00,,$708.00,
SINODINOS Arthur,25-Oct-13,25-Oct-13,Hobart,Minister - Official Business,1,$362.00,,$362.00,
BILLSON Bruce,25-Oct-13,25-Oct-13,Hobart,Minister - Official Business,1,$362.00,,$362.00,
CORMANN Mathias,25-Oct-13,25-Oct-13,Hobart,Minister - Official Business,1,$362.00,,$362.00,
COLBECK Richard,25-Oct-13,26-Oct-13,Hobart,Parliamentary Political Party Meeting,2,$362.00,,$724.00,
HEFFERNAN Bill,25-Oct-13,25-Oct-13,Sydney,Parliamentary Political Party Meeting,1,$375.00,,$375.00,
WYATT Ken,25-Oct-13,26-Oct-13,Darwin,Electorate Business,2,$415.00,,$830.00,
FIERRAVANTI-WELLS Concetta,25-Oct-13,25-Oct-13,Melbourne,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
MCKENZIE Bridget,26-Oct-13,26-Oct-13,Bendigo,Electorate Business,1,$278.00,,$278.00,
PERIS Nova,26-Oct-13,26-Oct-13,Alice Springs,Electorate Business,1,$296.00,,$296.00,
LEY Sussan,26-Oct-13,26-Oct-13,Jerilderie,Electorate Business,1,$357.00,,$253.00,
CORMANN Mathias,26-Oct-13,26-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
BISHOP Julie,27-Oct-13,28-Oct-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
RAMSEY Rowan,27-Oct-13,27-Oct-13,Port Lincoln,Electorate Business,1,$278.00,,$278.00,
COLBECK Richard,27-Oct-13,28-Oct-13,Port Lincoln,Parliamentary Secretary - Official Business,2,$357.00,,$714.00,
STONE Sharman,27-Oct-13,27-Oct-13,Melbourne,Electorate Business,1,$374.00,,$374.00,
HUNT Greg,27-Oct-13,27-Oct-13,Melbourne,Minister - Official Business,1,$432.00,,$432.00,
TUDGE Alan,27-Oct-13,27-Oct-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
BRANDIS George,27-Oct-13,27-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
DUTTON Peter,27-Oct-13,27-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
HOGG John,27-Oct-13,27-Oct-13,Melbourne,President of the Senate - Official Business,1,$432.00,,$432.00,
CASH Michaelia,27-Oct-13,27-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
BIRMINGHAM Simon,27-Oct-13,27-Oct-13,Melbourne,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
PARRY Stephen,27-Oct-13,27-Oct-13,Melbourne,Deputy President - Official Business,1,$432.00,,$432.00,
BALDWIN Bob,27-Oct-13,28-Oct-13,Sydney,Parliamentary Secretary - Official Business,2,$432.00,,$864.00,
PYNE Christopher,28-Oct-13,29-Oct-13,Sydney,Minister - Official Business,0,$144.00,,-$576.00,
PYNE Christopher,28-Oct-13,29-Oct-13,Sydney,Minister - Official Business,2,$144.00,,$864.00,
RAMSEY Rowan,28-Oct-13,28-Oct-13,Marla,Electorate Business,1,$253.00,,$253.00,
WILLIAMS John,28-Oct-13,28-Oct-13,Canberra,Electorate Business,1,$268.00,,$268.00,
KING Catherine,28-Oct-13,28-Oct-13,Canberra,Shadow Minister - Official Business,1,$268.00,,$268.00,
DUTTON Peter,28-Oct-13,28-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
BIRMINGHAM Simon,28-Oct-13,28-Oct-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
BRIGGS Jamie,28-Oct-13,28-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
PARRY Stephen,28-Oct-13,28-Oct-13,Canberra,Deputy President - Official Business,1,$268.00,,$268.00,
NASH Fiona,28-Oct-13,29-Oct-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
RONALDSON Michael,28-Oct-13,29-Oct-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
RONALDSON Michael,28-Oct-13,29-Oct-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
CASH Michaelia,28-Oct-13,30-Oct-13,Canberra,Minister - Official Business,3,$268.00,,$804.00,
CARR Kim,28-Oct-13,31-Oct-13,Canberra,Shadow Minister - Official Business,4,$268.00,,"$1,072.00",
LUDWIG Joe,28-Oct-13,29-Oct-13,Townsville,Electorate Business,2,$278.00,,$556.00,
TUDGE Alan,28-Oct-13,28-Oct-13,Alice Springs,Parliamentary Secretary - Official Business,1,$357.00,,$357.00,
LEY Sussan,28-Oct-13,29-Oct-13,Broken Hill,Electorate Business,2,$357.00,,$556.00,
FITZGIBBON Joel,28-Oct-13,28-Oct-13,Sydney,Shadow Minister - Official Business,1,$375.00,,$375.00,
RIPOLL Bernie,28-Oct-13,28-Oct-13,Sydney,Shadow Minister - Official Business,1,$375.00,,$375.00,
FRYDENBERG Josh,28-Oct-13,28-Oct-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
KEENAN Michael,28-Oct-13,28-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
CHESTER Darren,28-Oct-13,28-Oct-13,Darwin,Parliamentary Secretary - Official Business,1,$451.00,,$451.00,
TRUSS Warren,28-Oct-13,28-Oct-13,Sydney,Prime Minister,1,$558.00,,$10.00,
TAYLOR Angus,29-Oct-13,29-Oct-13,Cowra,Electorate Business,1,$253.00,,$253.00,
HUTCHINSON Eric,29-Oct-13,29-Oct-13,Triabunna,Electorate Business,1,$253.00,,$253.00,
SINODINOS Arthur,29-Oct-13,29-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
BILLSON Bruce,29-Oct-13,29-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
RYAN Joanne,29-Oct-13,29-Oct-13,Canberra,Whip - Representing Chief Whip,1,$268.00,,$268.00,
JOYCE Barnaby,29-Oct-13,29-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
BALDWIN Bob,29-Oct-13,30-Oct-13,Canberra,Parliamentary Secretary - Official Business,2,$268.00,,$536.00,
HALL Jill,29-Oct-13,30-Oct-13,Canberra,Whip - Official Business,2,$268.00,,$536.00,
LANDRY Michelle,29-Oct-13,30-Oct-13,Mackay,Electorate Business,2,$298.00,,$596.00,
PERIS Nova,29-Oct-13,30-Oct-13,Jabiru,Electorate Business,2,$338.00,,$676.00,
LINES Sue,29-Oct-13,31-Oct-13,Adelaide,Electorate Business,3,$354.00,,"$1,062.00",
HUNT Greg,29-Oct-13,29-Oct-13,Gladstone,Minister - Official Business,1,$357.00,,$357.00,
BRIGGS Jamie,29-Oct-13,29-Oct-13,Brisbane,Minister - Official Business,1,$419.00,,$419.00,
BRANDIS George,29-Oct-13,29-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
MASON Brett,29-Oct-13,29-Oct-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
BISHOP Julie,29-Oct-13,29-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
KEENAN Michael,29-Oct-13,29-Oct-13,Melbourne,Minister - Official Business,1,$432.00,,$432.00,
NASH Fiona,30-Oct-13,30-Oct-13,Cairns,Minister - Official Business,0,$357.00,,-$75.00,
MCGOWAN Cathy,30-Oct-13,30-Oct-13,Mansfield,Electorate Business,1,$85.00,,$85.00,
DI NATALE Richard,30-Oct-13,30-Oct-13,Melbourne,Electorate Business,1,$125.00,,$125.00,
HOCKEY Joe,30-Oct-13,30-Oct-13,Melbourne,Minister - Official Business,1,$144.00,,$144.00,
MILNE Christine,30-Oct-13,30-Oct-13,Sydney,Party Leader - Official Business,1,$144.00,,$144.00,
MACDONALD Ian,30-Oct-13,30-Oct-13,Bowen,Electorate Business,1,$253.00,,$253.00,
WHITELEY Brett,30-Oct-13,30-Oct-13,King Island,Electorate Business,1,$253.00,,$253.00,
LEY Sussan,30-Oct-13,30-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
BANDT Adam,30-Oct-13,30-Oct-13,Canberra,Deputy Party Leader - Official Business,1,$268.00,,$268.00,
FIFIELD Mitch,30-Oct-13,30-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
RYAN Scott,30-Oct-13,30-Oct-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
MASON Brett,30-Oct-13,30-Oct-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
MOORE Claire,30-Oct-13,30-Oct-13,Canberra,Govt Advisory Committee or Taskforce,1,$268.00,,$268.00,
BISHOP Julie,30-Oct-13,30-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
CORMANN Mathias,30-Oct-13,30-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
KEENAN Michael,30-Oct-13,30-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
XENOPHON Nick,30-Oct-13,30-Oct-13,Canberra,Electorate Business,1,$268.00,,$268.00,
COLBECK Richard,30-Oct-13,30-Oct-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
PYNE Christopher,30-Oct-13,31-Oct-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
BUCHHOLZ Scott,30-Oct-13,31-Oct-13,Townsville,Electorate Business,2,$278.00,,$556.00,
NASH Fiona,30-Oct-13,30-Oct-13,Cairns,Minister - Official Business,1,$357.00,,$432.00,
JOYCE Barnaby,30-Oct-13,30-Oct-13,Townsville,Minister - Official Business,1,$357.00,,$357.00,
HUNT Greg,30-Oct-13,31-Oct-13,Cairns,Minister - Official Business,2,$357.00,,$714.00,
HEFFERNAN Bill,30-Oct-13,30-Oct-13,Sydney,Electorate Business,1,$375.00,,$375.00,
WATERS Larissa,30-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,2,$375.00,,$750.00,
HANSON-YOUNG Sarah,30-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,2,$375.00,,$750.00,
WHISH-WILSON Peter,30-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,2,$375.00,,$750.00,
POLLEY Helen,30-Oct-13,30-Oct-13,Brisbane,Electorate Business,1,$397.00,,$397.00,
TRUSS Warren,30-Oct-13,30-Oct-13,Brisbane,Deputy Prime Minister - Official Business,1,$419.00,,$419.00,
RONALDSON Michael,30-Oct-13,30-Oct-13,Melbourne,Minister - Official Business,1,$432.00,,$432.00,
RONALDSON Michael,30-Oct-13,30-Oct-13,Melbourne,Minister - Official Business,1,$432.00,,$432.00,
DUTTON Peter,30-Oct-13,30-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
ANDREWS Kevin,30-Oct-13,30-Oct-13,Perth,Minister - Official Business,1,$493.00,,$493.00,
ABBOTT Tony,30-Oct-13,31-Oct-13,Melbourne,Prime Minister,2,$558.00,,"$1,116.00",
TEHAN Dan,31-Oct-13,31-Oct-13,Kew,Electorate Business,1,$85.00,,$85.00,
KATTER Bob,31-Oct-13,31-Oct-13,Atherton,Electorate Business,1,$253.00,,$253.00,
SCOTT Bruce,31-Oct-13,31-Oct-13,Longreach,Electorate Business,1,$253.00,,$253.00,
RAMSEY Rowan,31-Oct-13,31-Oct-13,Marla,Electorate Business,1,$253.00,,$253.00,
ALBANESE Anthony,31-Oct-13,31-Oct-13,Canberra,Shadow Minister - Official Business,1,$268.00,,$268.00,
FITZGIBBON Joel,31-Oct-13,31-Oct-13,Canberra,Shadow Minister - Official Business,1,$268.00,,$268.00,
BRANDIS George,31-Oct-13,31-Oct-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
BUTLER Mark,31-Oct-13,31-Oct-13,Canberra,Parliamentary Political Party Meeting,1,$268.00,,$268.00,
FARRELL Don,31-Oct-13,31-Oct-13,Canberra,Parliamentary Political Party Meeting,1,$268.00,,$268.00,
BURKE Tony,31-Oct-13,1-Nov-13,Canberra,Parliamentary Political Party Meeting,2,$268.00,,$536.00,
MADIGAN John,31-Oct-13,31-Oct-13,Warrnambool,Electorate Business,1,$278.00,,$278.00,
STERLE Glenn,31-Oct-13,31-Oct-13,Derby,Electorate Business,1,$328.00,,$328.00,
HOGAN Kevin,31-Oct-13,31-Oct-13,Sydney,Electorate Business,1,$375.00,,$375.00,
BANDT Adam,31-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,1,$375.00,,$375.00,
DI NATALE Richard,31-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,1,$375.00,,$375.00,
DREYFUS Mark,31-Oct-13,31-Oct-13,Sydney,Shadow Minister - Official Business,1,$375.00,,$375.00,
LUDLAM Scott,31-Oct-13,1-Nov-13,Sydney,Parliamentary Political Party Meeting,2,$375.00,,$750.00,
NASH Fiona,31-Oct-13,31-Oct-13,Adelaide,Minister - Official Business,1,$376.00,,$357.00,
NASH Fiona,31-Oct-13,31-Oct-13,Adelaide,Minister - Official Business,1,$376.00,,$19.00,
ANDREWS Kevin,31-Oct-13,31-Oct-13,Adelaide,Minister - Official Business,1,$376.00,,$376.00,
MASON Brett,31-Oct-13,31-Oct-13,Adelaide,Parliamentary Secretary - Official Business,1,$376.00,,$376.00,
PRICE Melissa,31-Oct-13,31-Oct-13,Broome,Electorate Business,1,$379.00,,$379.00,
WILSON Rick,31-Oct-13,2-Nov-13,Perth,Electorate Business,3,$401.00,,"$1,203.00",
JOYCE Barnaby,31-Oct-13,1-Nov-13,Brisbane,Minister - Official Business,2,$419.00,,$838.00,
BALDWIN Bob,31-Oct-13,31-Oct-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
TRUSS Warren,31-Oct-13,31-Oct-13,Sydney,Deputy Prime Minister - Official Business,1,$432.00,,$432.00,
CORMANN Mathias,31-Oct-13,31-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
BRIGGS Jamie,31-Oct-13,31-Oct-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
MILNE Christine,31-Oct-13,31-Oct-13,Sydney,Parliamentary Political Party Meeting,1,$432.00,,$432.00,
CIOBO Steven,31-Oct-13,1-Nov-13,Melbourne,Parliamentary Secretary - Official Business,2,$432.00,,$864.00,
DI NATALE Richard,1-Nov-13,1-Nov-13,Melbourne,Electorate Business,1,$125.00,,$125.00,
MILNE Christine,1-Nov-13,1-Nov-13,Sydney,Parliamentary Political Party Meeting,1,$144.00,,$144.00,
RAMSEY Rowan,1-Nov-13,1-Nov-13,Coober Pedy,Electorate Business,1,$253.00,,$253.00,
BROAD Andrew,1-Nov-13,1-Nov-13,Swan Hill,Electorate Business,1,$278.00,,$278.00,
MCKENZIE Bridget,1-Nov-13,1-Nov-13,Swan Hill,Electorate Business,1,$278.00,,$278.00,
TRUSS Warren,1-Nov-13,1-Nov-13,Swan Hill,Deputy Prime Minister - Official Business,1,$357.00,$10.00,$367.00,
PLIBERSEK Tanya,1-Nov-13,1-Nov-13,Perth,Deputy Party Leader - Official Business,1,$401.00,,$401.00,
SNOWDON Warren,1-Nov-13,1-Nov-13,Perth,External Territory Visit,1,$401.00,,$401.00,
CAMERON Doug,2-Nov-13,2-Nov-13,Bathurst,Electorate Business,1,$278.00,,$278.00,
SNOWDON Warren,2-Nov-13,4-Nov-13,Cocos Island,External Territory Visit,3,$431.00,,"$1,293.00",
WONG Penny,3-Nov-13,3-Nov-13,Sydney,Leader of the Opposition in the Senate - Official Business,1,$144.00,,$144.00,
TEHAN Dan,3-Nov-13,3-Nov-13,Kew,Electorate Business,1,$85.00,,$85.00,
MILNE Christine,3-Nov-13,3-Nov-13,Sydney,Party Leader - Official Business,1,$144.00,,$144.00,
COULTON Mark,3-Nov-13,3-Nov-13,Canberra,Chief Whip - Official Business,1,$268.00,,$268.00,
FLETCHER Paul,3-Nov-13,3-Nov-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
HOCKEY Joe,3-Nov-13,3-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
SINODINOS Arthur,3-Nov-13,3-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
KROGER Helen,3-Nov-13,3-Nov-13,Canberra,Chief Whip - Official Business,1,$268.00,,$268.00,
JOYCE Barnaby,3-Nov-13,3-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
JOHNSTON David,3-Nov-13,3-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
ABETZ Eric,3-Nov-13,3-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
HARTSUYKER Luke,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
MORRISON Scott,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
BRANDIS George,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
DUTTON Peter,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
ROBERT Stuart,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
SCULLION Nigel,3-Nov-13,4-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
FIFIELD Mitch,3-Nov-13,5-Nov-13,Canberra,Minister - Official Business,3,$268.00,,$804.00,
BISHOP Julie,3-Nov-13,5-Nov-13,Canberra,Minister - Official Business,3,$268.00,,$804.00,
CORMANN Mathias,3-Nov-13,6-Nov-13,Canberra,Minister - Official Business,4,$268.00,,"$1,072.00",
WILSON Rick,3-Nov-13,3-Nov-13,Kalgoorlie,Electorate Business,1,$305.00,,$305.00,
BALDWIN Bob,3-Nov-13,3-Nov-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,$10.00,$442.00,
LEY Sussan,4-Nov-13,4-Nov-13,Ivanhoe,Electorate Business,1,$119.00,,$85.00,
CIOBO Steven,4-Nov-13,4-Nov-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
NASH Fiona,4-Nov-13,5-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
MACFARLANE Ian,4-Nov-13,5-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
KEENAN Michael,4-Nov-13,5-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
BROAD Andrew,4-Nov-13,4-Nov-13,Horsham,Electorate Business,1,$278.00,,$278.00,
PRICE Melissa,4-Nov-13,4-Nov-13,Geraldton,Electorate Business,1,$321.00,,$321.00,
LAMING Andrew,4-Nov-13,4-Nov-13,Hobart,Electorate Business,1,$322.00,,$322.00,
TUDGE Alan,4-Nov-13,4-Nov-13,Cairns,Parliamentary Secretary - Official Business,1,$357.00,,$357.00,
RIPOLL Bernie,4-Nov-13,4-Nov-13,Melbourne,Shadow Minister - Official Business,1,$374.00,,$374.00,
PERIS Nova,4-Nov-13,5-Nov-13,Sydney,Electorate Business,2,$375.00,,$750.00,
BALDWIN Bob,4-Nov-13,4-Nov-13,Melbourne,Parliamentary Secretary - Official Business,1,$432.00,$10.00,$442.00,
HUNT Greg,4-Nov-13,4-Nov-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
DI NATALE Richard,5-Nov-13,6-Nov-13,Melbourne,Electorate Business,2,$125.00,,$250.00,
O%27DOWD Ken,5-Nov-13,5-Nov-13,Mundubbera,Electorate Business,1,$253.00,,$253.00,
BRIGGS Jamie,5-Nov-13,5-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
MCEWEN Anne,5-Nov-13,5-Nov-13,Canberra,Chief Whip - Official Business,1,$268.00,,$268.00,
RUSTON Anne,5-Nov-13,5-Nov-13,Canberra,Official Government or Vice-Regal Function,1,$268.00,,$268.00,
DASTYARI Sam,5-Nov-13,6-Nov-13,Canberra,Official Government or Vice-Regal Function,2,$268.00,,$536.00,
TILLEM Mehmet,5-Nov-13,6-Nov-13,Canberra,Official Government or Vice-Regal Function,2,$268.00,,$536.00,
CASH Michaelia,5-Nov-13,6-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
PARRY Stephen,5-Nov-13,6-Nov-13,Canberra,Deputy President - Official Business,2,$268.00,,$536.00,
LUDWIG Joe,5-Nov-13,5-Nov-13,Rockhampton,Electorate Business,1,$278.00,,$278.00,
SNOWDON Warren,5-Nov-13,6-Nov-13,Christmas Island,External Territory Visit,2,$296.00,,$592.00,
BIRMINGHAM Simon,5-Nov-13,5-Nov-13,Brisbane,Parliamentary Secretary - Official Business,1,$419.00,,$419.00,
BALDWIN Bob,5-Nov-13,5-Nov-13,Sydney,Parliamentary Secretary - Official Business,1,$432.00,$10.00,$442.00,
DUTTON Peter,5-Nov-13,5-Nov-13,Melbourne,Minister - Official Business,1,$432.00,,$432.00,
BRANDIS George,5-Nov-13,6-Nov-13,Melbourne,Minister - Official Business,2,$432.00,,$864.00,
WHITELEY Brett,6-Nov-13,6-Nov-13,Strahan,Electorate Business,1,$253.00,,$253.00,
BOWEN Chris,6-Nov-13,6-Nov-13,Canberra,Shadow Minister - Official Business,1,$268.00,,$268.00,
FIERRAVANTI-WELLS Concetta,6-Nov-13,6-Nov-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
MCCORMACK Michael,6-Nov-13,6-Nov-13,Canberra,Parliamentary Secretary - Official Business,1,$268.00,,$268.00,
ABETZ Eric,6-Nov-13,6-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
ANDREWS Kevin,6-Nov-13,7-Nov-13,Canberra,Minister - Official Business,2,$268.00,,$536.00,
PERIS Nova,6-Nov-13,7-Nov-13,Canberra,Official Government or Vice-Regal Function,2,$268.00,,$536.00,
FRYDENBERG Josh,6-Nov-13,6-Nov-13,Brisbane,Parliamentary Secretary - Official Business,1,$357.00,,$357.00,
HUNT Greg,6-Nov-13,6-Nov-13,Sydney,Minister - Official Business,1,$357.00,,$357.00,
TUDGE Alan,6-Nov-13,6-Nov-13,Cairns,Parliamentary Secretary - Official Business,1,$357.00,,$357.00,
COLBECK Richard,6-Nov-13,6-Nov-13,Strahan,Electorate Business,1,$357.00,,$253.00,
MOORE Claire,6-Nov-13,6-Nov-13,Sydney,Shadow Minister - Official Business,1,$375.00,,$375.00,
BILLSON Bruce,6-Nov-13,6-Nov-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
KEENAN Michael,6-Nov-13,6-Nov-13,Sydney,Minister - Official Business,1,$432.00,,$432.00,
BIRMINGHAM Simon,6-Nov-13,6-Nov-13,Melbourne,Parliamentary Secretary - Official Business,1,$432.00,,$432.00,
RONALDSON Michael,6-Nov-13,7-Nov-13,Melbourne,Minister - Official Business,2,$432.00,,$864.00,
RONALDSON Michael,6-Nov-13,7-Nov-13,Melbourne,Minister - Official Business,2,$432.00,,$864.00,
JOHNSTON David,6-Nov-13,6-Nov-13,Darwin,Minister - Official Business,1,$451.00,,$451.00,
MACFARLANE Ian,6-Nov-13,6-Nov-13,Perth,Minister - Official Business,1,$493.00,,$493.00,
PRICE Melissa,6-Nov-13,6-Nov-13,Karratha,Electorate Business,1,$493.00,,$493.00,
CONROY Stephen,7-Nov-13,7-Nov-13,Sydney,Deputy Leader of the Opposition in the Senate - Official Business,1,$432.00,,$432.00,
PYNE Christopher,7-Nov-13,7-Nov-13,Melbourne,Minister - Official Business,1,$144.00,,$144.00,
TAYLOR Angus,7-Nov-13,7-Nov-13,Cowra,Electorate Business,1,$253.00,,$253.00,
ENTSCH Warren,7-Nov-13,7-Nov-13,Cooktown,Electorate Business,1,$253.00,,$253.00,
LANDRY Michelle,7-Nov-13,7-Nov-13,Dysart,Electorate Business,1,$253.00,,$253.00,
HARTSUYKER Luke,7-Nov-13,7-Nov-13,Canberra,Minister - Official Business,1,$268.00,,$268.00,
TEHAN Dan,7-Nov-13,7-Nov-13,Warrnambool,Electorate Business,1,$278.00,,$278.00,
VAMVAKINOU Maria,7-Nov-13,7-Nov-13,Adelaide,Electorate Business,1,$354.00,,$354.00,
BILLSON Bruce,7-Nov-13,7-Nov-13,Brisbane,Minister - Official Business,1,$357.00,,$357.00,
DUTTON Peter,7-Nov-13,7-Nov-13,Launceston,Minister - Official Business,1,$357.00,,$357.00,
KEENAN Michael,7-Nov-13,7-Nov-13,Alice Springs,Minister - Official Business,1,$357.00,,$357.00,
ABETZ Eric,7-Nov-13,7-Nov-13,Gold Coast,Minister - Official Business,1,$357.00,,$357.00,
BURKE Tony,7-Nov-13,7-Nov-13,Melbourne,Shadow Minister - Official Business,1,$374.00,,$374.00,
LUDLAM Scott,7-Nov-13,8-Nov-13,Melbourne,Electorate Business,2,$374.00,,$748.00,
ROBERT Stuart,7-Nov-13,7-Nov-13,Adelaide,Minister - Official Business,1,$376.00,,$376.00,
SNOWDON Warren,7-Nov-13,7-Nov-13,Perth,External Territory Visit,1,$401.00,,$401.00,
