politician,url,datefrom,dateto,details,location,rate,nights,key,amount,spouse,note,lat,lon,electorate,state,party,partygroup,house,withinelectorate,
NIKOLIC Andrew,http://www.finance.gov.au/sites/default/files/P35_NIKOLIC_Andrew.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,111http://www.finance.gov.au/sites/default/files/P35_NIKOLIC_Andrew.pdf5P35 NIKOLIC Andrew,"$1,355.00",,,-35.2819998,149.1286843,Bass,TAS,Liberal,Coalition,lower,no,
PARRY Stephen,http://www.finance.gov.au/sites/default/files/P35_PARRY_Stephen.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,252http://www.finance.gov.au/sites/default/files/P35_PARRY_Stephen.pdf5P35 PARRY Stephen,"$1,355.00",,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
POLLEY Helen,http://www.finance.gov.au/sites/default/files/P35_POLLEY_Helen.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,181http://www.finance.gov.au/sites/default/files/P35_POLLEY_Helen.pdf5P35 POLLEY Helen,"$1,355.00",,,-35.2819998,149.1286843,,TAS,Labor,Labor,senate,,
WHISH-WILSON Peter,http://www.finance.gov.au/sites/default/files/P35_WHISH-WILSON_Peter.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,139http://www.finance.gov.au/sites/default/files/P35_WHISH-WILSON_Peter.pdf5P35 WHISH-WILSON Peter,"$1,355.00",,,-35.2819998,149.1286843,,TAS,Greens,Greens,senate,,
ANDREWS Kevin,http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,247http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf5P35 ANDREWS Kevin,"$1,355.00",,,-35.2819998,149.1286843,Menzies,VIC,Liberal,Coalition,lower,no,
COLLINS Jacinta,http://www.finance.gov.au/sites/default/files/P35_COLLINS_Jacinta.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,180http://www.finance.gov.au/sites/default/files/P35_COLLINS_Jacinta.pdf5P35 COLLINS Jacinta,"$1,355.00",,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
FIFIELD Mitch,http://www.finance.gov.au/sites/default/files/P35_FIFIELD_Mitch.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,25http://www.finance.gov.au/sites/default/files/P35_FIFIELD_Mitch.pdf6P35 FIFIELD Mitch,"$1,355.00",,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
MCKENZIE Bridget,http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,25http://www.finance.gov.au/sites/default/files/P35_MCKENZIE_Bridget.pdf6P35 MCKENZIE Bridget,"$1,355.00",,,-35.2819998,149.1286843,,VIC,National,Coalition,senate,,
RONALDSON Michael,http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,106http://www.finance.gov.au/sites/default/files/P35_RONALDSON_Michael.pdf6P35 RONALDSON Michael,"$1,355.00",,,-35.2819998,149.1286843,,VIC,Liberal,Coalition,senate,,
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,23-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,5,171http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,"$1,355.00",,,-35.2819998,149.1286843,Wannon,VIC,Liberal,Coalition,lower,no,
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,23-Nov-14,30-Nov-14,Sittings of Parliament,Canberra,$271.00,8,25http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf6P35 SNOWDON Warren,"$2,168.00",,,-35.2819998,149.1286843,Lingiari,NT,Labor,Labor,lower,no,
MACDONALD Ian,http://www.finance.gov.au/sites/default/files/P35_MACDONALD_Ian.pdf,23-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,12,89http://www.finance.gov.au/sites/default/files/P35_MACDONALD_Ian.pdf6P35 MACDONALD Ian,"$3,252.00",,,-35.2819998,149.1286843,,QLD,Liberal,Coalition,senate,,
GALLACHER Alex,http://www.finance.gov.au/sites/default/files/P35_GALLACHER_Alex.pdf,23-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,12,118http://www.finance.gov.au/sites/default/files/P35_GALLACHER_Alex.pdf5P35 GALLACHER Alex,"$3,252.00",,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
GOODENOUGH Ian,http://www.finance.gov.au/sites/default/files/P35_GOODENOUGH_Ian.pdf,23-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,12,111http://www.finance.gov.au/sites/default/files/P35_GOODENOUGH_Ian.pdf5P35 GOODENOUGH Ian,"$3,252.00",,,-35.2819998,149.1286843,Moore,WA,Liberal,Coalition,lower,no,
BOWEN Chris,http://www.finance.gov.au/sites/default/files/P35_BOWEN_Chris.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,153http://www.finance.gov.au/sites/default/files/P35_BOWEN_Chris.pdf5P35 BOWEN Chris,$813.00,,,-35.2819998,149.1286843,McMahon,NSW,Labor,Labor,lower,no,
CLARE Jason,http://www.finance.gov.au/sites/default/files/P35_CLARE_Jason.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,104http://www.finance.gov.au/sites/default/files/P35_CLARE_Jason.pdf5P35 CLARE Jason,$813.00,,,-35.2819998,149.1286843,Blaxland,NSW,Labor,Labor,lower,no,
PAYNE Marise,http://www.finance.gov.au/sites/default/files/P35_PAYNE_Marise.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,132http://www.finance.gov.au/sites/default/files/P35_PAYNE_Marise.pdf5P35 PAYNE Marise,$813.00,,,-35.2819998,149.1286843,,NSW,Liberal,Coalition,senate,,
PLIBERSEK Tanya,http://www.finance.gov.au/sites/default/files/P35_PLIBERSEK_Tanya.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,85http://www.finance.gov.au/sites/default/files/P35_PLIBERSEK_Tanya.pdf5P35 PLIBERSEK Tanya,$813.00,,,-35.2819998,149.1286843,Sydney,NSW,Labor,Labor,lower,no,
TAYLOR Angus,http://www.finance.gov.au/sites/default/files/P35_TAYLOR_Angus.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,111http://www.finance.gov.au/sites/default/files/P35_TAYLOR_Angus.pdf5P35 TAYLOR Angus,$813.00,,,-35.2819998,149.1286843,Hume,NSW,Liberal,Coalition,lower,no,
CHALMERS Jim,http://www.finance.gov.au/sites/default/files/P35_CHALMERS_Jim.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,85http://www.finance.gov.au/sites/default/files/P35_CHALMERS_Jim.pdf5P35 CHALMERS Jim,$813.00,,,-35.2819998,149.1286843,Rankin,QLD,Labor,Labor,lower,no,
ELLIS Kate,http://www.finance.gov.au/sites/default/files/P35_ELLIS_Kate.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,119http://www.finance.gov.au/sites/default/files/P35_ELLIS_Kate.pdf5P35 ELLIS Kate,$813.00,,,-35.2819998,149.1286843,Adelaide,SA,Labor,Labor,lower,no,
COLLINS Julie,http://www.finance.gov.au/sites/default/files/P35_COLLINS_Julie.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,104http://www.finance.gov.au/sites/default/files/P35_COLLINS_Julie.pdf5P35 COLLINS Julie,$813.00,,,-35.2819998,149.1286843,Franklin,TAS,Labor,Labor,lower,no,
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,265http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf5P35 CHESTER Darren,$813.00,,,-35.2819998,149.1286843,Gippsland,VIC,National,Coalition,lower,no,
DANBY Michael,http://www.finance.gov.au/sites/default/files/P35_DANBY_Michael.pdf,24-Nov-14,26-Nov-14,Sittings of Parliament,Canberra,$271.00,3,124http://www.finance.gov.au/sites/default/files/P35_DANBY_Michael.pdf5P35 DANBY Michael,$813.00,,,-35.2819998,149.1286843,Melbourne Ports,VIC,Labor,Labor,lower,no,
BALDWIN Bob,http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf,24-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,4,258http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf5P35 BALDWIN Bob,"$1,084.00",,,-35.2819998,149.1286843,Paterson,NSW,Liberal,Coalition,lower,no,
CASH Michaelia,http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf,24-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,4,32http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf6P35 CASH Michaelia,"$1,084.00",,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
IRONS Steve,http://www.finance.gov.au/sites/default/files/P35_IRONS_Steve.pdf,25-Nov-14,25-Nov-14,Sittings of Parliament,Canberra,$271.00,1,127http://www.finance.gov.au/sites/default/files/P35_IRONS_Steve.pdf5P35 IRONS Steve,$271.00,,,-35.2819998,149.1286843,Swan,WA,Liberal,Coalition,lower,no,
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,25-Nov-14,25-Nov-14,Electorate Business,Cairns,$289.00,1,18http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no,
GRAY Gary,http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf,25-Nov-14,26-Nov-14,Shadow Minister - Official Business,Canberra,$98.00,-2,175http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf5P35 GRAY Gary,"-$196.00 <i>#</i>
",,,-35.2819998,149.1286843,Brand,WA,Labor,Labor,lower,no,
GRAY Gary,http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf,25-Nov-14,26-Nov-14,Shadow Minister - Official Business,Canberra,$98.00,2,182http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf5P35 GRAY Gary,"$196.00 <i>##</i>
",,,-35.2819998,149.1286843,Brand,WA,Labor,Labor,lower,no,
CORMANN Mathias,http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf,25-Nov-14,27-Nov-14,Sittings of Parliament,Canberra,$271.00,3,239http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf5P35 CORMANN Mathias0,$813.00,,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
BILLSON Bruce,http://www.finance.gov.au/sites/default/files/P35_BILLSON_Bruce.pdf,26-Nov-14,26-Nov-14,Minister - Official Business,Melbourne,$435.00,1,202http://www.finance.gov.au/sites/default/files/P35_BILLSON_Bruce.pdf5P35 BILLSON Bruce,$435.00,,,-37.814107,144.96328,Dunkley,VIC,Liberal,Coalition,lower,no,
MARSHALL Gavin,http://www.finance.gov.au/sites/default/files/P35_MARSHALL_Gavin.pdf,26-Nov-14,27-Nov-14,Deputy President - Official Business,Canberra,$271.00,2,97http://www.finance.gov.au/sites/default/files/P35_MARSHALL_Gavin.pdf5P35 MARSHALL Gavin,$542.00,,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
BROAD Andrew,http://www.finance.gov.au/sites/default/files/P35_BROAD_Andrew.pdf,27-Nov-14,27-Nov-14,Sittings of Parliament,Melbourne,$377.00,1,251http://www.finance.gov.au/sites/default/files/P35_BROAD_Andrew.pdf5P35 BROAD Andrew,$377.00,,,-37.814107,144.96328,Mallee,VIC,National,Coalition,lower,no,
CONROY Stephen,http://www.finance.gov.au/sites/default/files/P35_CONROY_Stephen.pdf,27-Nov-14,27-Nov-14,Deputy Leader of the Opposition in the  Senate - Official Business,Canberra,$271.00,1,190http://www.finance.gov.au/sites/default/files/P35_CONROY_Stephen.pdf5P35 CONROY Stephen,$271.00,,,-35.2819998,149.1286843,,VIC,Labor,Labor,senate,,
RAMSEY Rowan,http://www.finance.gov.au/sites/default/files/P35_RAMSEY_Rowan.pdf,27-Nov-14,27-Nov-14,Sittings of Parliament,Adelaide,$119.00,1,32http://www.finance.gov.au/sites/default/files/P35_RAMSEY_Rowan.pdf6P35 RAMSEY Rowan,$119.00,,,-34.9286212,138.5999594,Grey,SA,Liberal,Coalition,lower,no,
WONG Penny,http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf,27-Nov-14,27-Nov-14,Leader of the Opposition - Official Business,Sydney,$435.00,1,237http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf5P35 WONG Penny,$435.00,,,-33.8674869,151.2069902,,SA,Labor,Labor,senate,,
BISHOP Julie,http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf,27-Nov-14,27-Nov-14,Minister - Official Business,Sydney,$435.00,1,237http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf5P35 BISHOP Julie,$435.00,,,-33.8674869,151.2069902,Curtin,WA,Liberal,Coalition,lower,no,
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf,27-Nov-14,27-Nov-14,Parliamentary Secretary - Official Business,Sydney,$435.00,1,18http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf6P35 CHESTER Darren,$435.00,,,-33.8674869,151.2069902,Gippsland,VIC,National,Coalition,lower,no,
WILSON Rick,http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf,27-Nov-14,27-Nov-14,Sittings of Parliament,Perth,$409.00,1,32http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf6P35 WILSON Rick,$409.00,,,-31.9535132,115.8570471,O'Connor,WA,Liberal,Coalition,lower,no,
HEFFERNAN Bill,http://www.finance.gov.au/sites/default/files/P35_HEFFERNAN_Bill.pdf,28-Nov-14,28-Nov-14,Chair Parl Committee on Committee  Business,Canberra,$271.00,1,169http://www.finance.gov.au/sites/default/files/P35_HEFFERNAN_Bill.pdf5P35 HEFFERNAN Bill,$271.00,,,-35.2819998,149.1286843,,NSW,Liberal,Coalition,senate,,
CASH Michaelia,http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf,28-Nov-14,28-Nov-14,Minister - Official Business,Sydney,$435.00,1,39http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf6P35 CASH Michaelia,$435.00,,,-33.8674869,151.2069902,,WA,Liberal,Coalition,senate,,
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,28-Nov-14,28-Nov-14,Electorate Business,Brisbane,$406.00,1,137http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$406.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no,
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,28-Nov-14,28-Nov-14,Electorate Business,Cairns,$289.00,1,25http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no,
XENOPHON Nick,http://www.finance.gov.au/sites/default/files/P35_XENOPHON_Nick.pdf,28-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,7,167http://www.finance.gov.au/sites/default/files/P35_XENOPHON_Nick.pdf5P35 XENOPHON Nick,"$1,897.00",,,-35.2819998,149.1286843,,SA,Independent,Independent,senate,,
RYAN Scott,http://www.finance.gov.au/sites/default/files/P35_RYAN_Scott.pdf,29-Nov-14,29-Nov-14,Parliamentary Secretary - Official Business,Sydney,$435.00,1,154http://www.finance.gov.au/sites/default/files/P35_RYAN_Scott.pdf5P35 RYAN Scott,$435.00,,,-33.8674869,151.2069902,,VIC,Liberal,Coalition,senate,,
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,29-Nov-14,29-Nov-14,Electorate Business,Brisbane,$136.00,1,144http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$136.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no,
BALDWIN Bob,http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf,29-Nov-14,29-Nov-14,Parliamentary Secretary - Official Business,Brisbane,$427.00,1,265http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf5P35 BALDWIN Bob,$427.00,,,-27.4710107,153.0234489,Paterson,NSW,Liberal,Coalition,lower,no,
CASH Michaelia,http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf,29-Nov-14,30-Nov-14,Minister - Official Business,Canberra,$271.00,2,46http://www.finance.gov.au/sites/default/files/P35_CASH_Michaelia.pdf6P35 CASH Michaelia,$542.00,,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
COLBECK Richard,http://www.finance.gov.au/sites/default/files/P35_COLBECK_Richard.pdf,29-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,5,81http://www.finance.gov.au/sites/default/files/P35_COLBECK_Richard.pdf6P35 COLBECK Richard,"$1,355.00",,,-35.2819998,149.1286843,,TAS,Liberal,Coalition,senate,,
WILLIAMS Matt,http://www.finance.gov.au/sites/default/files/P35_WILLIAMS_Matt.pdf,29-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,6,83http://www.finance.gov.au/sites/default/files/P35_WILLIAMS_Matt.pdf5P35 WILLIAMS Matt,"$1,626.00",,,-35.2819998,149.1286843,Hindmarsh,SA,Liberal,Coalition,lower,no,
SMITH Dean,http://www.finance.gov.au/sites/default/files/P35_SMITH_Dean.pdf,29-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,6,209http://www.finance.gov.au/sites/default/files/P35_SMITH_Dean.pdf5P35 SMITH Dean,"$1,626.00",,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
ROBB Andrew,http://www.finance.gov.au/sites/default/files/P35_ROBB_Andrew.pdf,30-Nov-14,1-Dec-14,Sittings of Parliament,Canberra,$271.00,2,167http://www.finance.gov.au/sites/default/files/P35_ROBB_Andrew.pdf5P35 ROBB Andrew,$542.00,,,-35.2819998,149.1286843,Goldstein,VIC,Liberal,Coalition,lower,no,
GRAY Gary,http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf,30-Nov-14,2-Dec-14,Sittings of Parliament,Canberra,$271.00,3,189http://www.finance.gov.au/sites/default/files/P35_GRAY_Gary.pdf5P35 GRAY Gary,$813.00,,,-35.2819998,149.1286843,Brand,WA,Labor,Labor,lower,no,
CORMANN Mathias,http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,247http://www.finance.gov.au/sites/default/files/P35_CORMANN_Mathias0.pdf5P35 CORMANN Mathias0,"$1,094.00",$10.00,,-35.2819998,149.1286843,,WA,Liberal,Coalition,senate,,
DASTYARI Sam,http://www.finance.gov.au/sites/default/files/P35_DASTYARI_Sam.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,174http://www.finance.gov.au/sites/default/files/P35_DASTYARI_Sam.pdf5P35 DASTYARI Sam,"$1,084.00",,,-35.2819998,149.1286843,,NSW,Labor,Labor,senate,,
HOGAN Kevin,http://www.finance.gov.au/sites/default/files/P35_HOGAN_Kevin.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,90http://www.finance.gov.au/sites/default/files/P35_HOGAN_Kevin.pdf5P35 HOGAN Kevin,"$1,084.00",,,-35.2819998,149.1286843,Page,NSW,National,Coalition,lower,no,
JOYCE Barnaby,http://www.finance.gov.au/sites/default/files/P35_JOYCE_Barnaby1.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,67http://www.finance.gov.au/sites/default/files/P35_JOYCE_Barnaby1.pdf6P35 JOYCE Barnaby1,"$1,084.00",,,-35.2819998,149.1286843,New England,NSW,National,Coalition,lower,no,
WILLIAMS John,http://www.finance.gov.au/sites/default/files/P35_WILLIAMS_John.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,202http://www.finance.gov.au/sites/default/files/P35_WILLIAMS_John.pdf5P35 WILLIAMS John,"$1,084.00",,,-35.2819998,149.1286843,,NSW,National,Coalition,senate,,
WONG Penny,http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,244http://www.finance.gov.au/sites/default/files/P35_WONG_Penny.pdf5P35 WONG Penny,"$1,084.00",,,-35.2819998,149.1286843,,SA,Labor,Labor,senate,,
SUKKAR Michael,http://www.finance.gov.au/sites/default/files/P35_SUKKAR_Michael.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,69http://www.finance.gov.au/sites/default/files/P35_SUKKAR_Michael.pdf5P35 SUKKAR Michael,"$1,084.00",,,-35.2819998,149.1286843,Deakin,VIC,Liberal,Coalition,lower,no,
TUDGE Alan,http://www.finance.gov.au/sites/default/files/P35_TUDGE_Alan.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,209http://www.finance.gov.au/sites/default/files/P35_TUDGE_Alan.pdf5P35 TUDGE Alan,"$1,084.00",,,-35.2819998,149.1286843,Aston,VIC,Liberal,Coalition,lower,no,
BISHOP Julie,http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,244http://www.finance.gov.au/sites/default/files/P35_BISHOP_Julie.pdf5P35 BISHOP Julie,"$1,084.00",,,-35.2819998,149.1286843,Curtin,WA,Liberal,Coalition,lower,no,
MACTIERNAN Alannah,http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,153http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf5P35 MACTIERNAN Alannah,"$1,084.00",,,-35.2819998,149.1286843,Perth,WA,Labor,Labor,lower,no,
RANDALL Don,http://www.finance.gov.au/sites/default/files/P35_RANDALL_Don.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,69http://www.finance.gov.au/sites/default/files/P35_RANDALL_Don.pdf5P35 RANDALL Don,"$1,084.00",,,-35.2819998,149.1286843,Canning,WA,Liberal,Coalition,lower,no,
SIMPKINS Luke,http://www.finance.gov.au/sites/default/files/P35_SIMPKINS_Luke.pdf,30-Nov-14,3-Dec-14,Sittings of Parliament,Canberra,$271.00,4,97http://www.finance.gov.au/sites/default/files/P35_SIMPKINS_Luke.pdf5P35 SIMPKINS Luke,"$1,084.00",,,-35.2819998,149.1286843,Cowan,WA,Liberal,Coalition,lower,no,
TURNBULL Malcolm,http://www.finance.gov.au/sites/default/files/P35_TURNBULL_Malcolm.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,143http://www.finance.gov.au/sites/default/files/P35_TURNBULL_Malcolm.pdf5P35 TURNBULL Malcolm,"$1,365.00",$10.00,,-35.2819998,149.1286843,Wentworth,NSW,Liberal,Coalition,lower,no,
ANDREWS Kevin,http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,255http://www.finance.gov.au/sites/default/files/P35_ANDREWS_Kevin.pdf5P35 ANDREWS Kevin,"$1,375.00",$20.00,,-35.2819998,149.1286843,Menzies,VIC,Liberal,Coalition,lower,no,
ALBANESE Anthony,http://www.finance.gov.au/sites/default/files/P35_ALBANESE_Anthony.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,146http://www.finance.gov.au/sites/default/files/P35_ALBANESE_Anthony.pdf5P35 ALBANESE Anthony,"$1,355.00",,,-35.2819998,149.1286843,Grayndler,NSW,Labor,Labor,lower,no,
BALDWIN Bob,http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,18http://www.finance.gov.au/sites/default/files/P35_BALDWIN_Bob.pdf6P35 BALDWIN Bob,"$1,355.00",,,-35.2819998,149.1286843,Paterson,NSW,Liberal,Coalition,lower,no,
BIRD Sharon,http://www.finance.gov.au/sites/default/files/P35_BIRD_Sharon.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,125http://www.finance.gov.au/sites/default/files/P35_BIRD_Sharon.pdf5P35 BIRD Sharon,"$1,355.00",,,-35.2819998,149.1286843,Cunningham,NSW,Labor,Labor,lower,no,
BISHOP Bronwyn,http://www.finance.gov.au/sites/default/files/P35_BISHOP_Bronwyn.pdf,30-Nov-14,4-Dec-14,Sittings of Parliament,Canberra,$271.00,5,252http://www.finance.gov.au/sites/default/files/P35_BISHOP_Bronwyn.pdf5P35 BISHOP Bronwyn,"$1,355.00",,,-35.2819998,149.1286843,Mackellar,NSW,Liberal,Coalition,lower,no,
